price,sqft_living,sqft_above,bathrooms,view,sqft_basement,condition
657100.0,1390.0,1050.0,1.0,0.0,340.0,4.0
309950.0,2310.0,2310.0,2.75,0.0,0.0,4.0
300000.0,1050.0,1050.0,2.0,0.0,0.0,3.0
525888.0,2550.0,1810.0,1.75,0.0,740.0,5.0
740000.0,2010.0,2010.0,1.75,0.0,0.0,4.0
340000.0,1120.0,1120.0,1.0,0.0,0.0,5.0
398750.0,2230.0,2230.0,2.5,0.0,0.0,3.0
206000.0,810.0,810.0,1.0,0.0,0.0,2.0
1030000.0,3190.0,1690.0,2.75,3.0,1500.0,5.0
600000.0,1670.0,1670.0,1.75,0.0,0.0,3.0
379950.0,1970.0,1140.0,1.75,0.0,830.0,4.0
287000.0,1450.0,1450.0,1.0,0.0,0.0,3.0
309950.0,1880.0,1880.0,2.5,0.0,0.0,3.0
600000.0,1880.0,1040.0,1.75,0.0,840.0,3.0
418000.0,1410.0,1410.0,2.0,0.0,0.0,3.0
449250.0,1480.0,1480.0,2.0,0.0,0.0,4.0
329950.0,1140.0,1140.0,1.0,0.0,0.0,2.0
245000.0,1920.0,1000.0,1.75,0.0,920.0,3.0
549000.0,2910.0,2910.0,2.5,0.0,0.0,4.0
800000.0,3240.0,3240.0,2.5,0.0,0.0,3.0
249950.0,1550.0,1550.0,2.0,0.0,0.0,3.0
210000.0,2050.0,1430.0,2.0,0.0,620.0,5.0
585000.0,1770.0,1520.0,1.0,0.0,250.0,2.0
615000.0,2300.0,1960.0,1.75,0.0,340.0,4.0
618500.0,1800.0,1080.0,2.0,0.0,720.0,3.0
487585.0,2010.0,1470.0,1.75,0.0,540.0,4.0
509900.0,1790.0,1790.0,2.5,0.0,0.0,3.0
631625.0,2440.0,2440.0,2.5,0.0,0.0,4.0
555000.0,1940.0,1940.0,2.5,0.0,0.0,3.0
340000.0,1160.0,1160.0,1.5,0.0,0.0,2.0
830000.0,3400.0,3400.0,2.5,0.0,0.0,4.0
890000.0,4420.0,3410.0,4.25,0.0,1010.0,4.0
366750.0,1571.0,1571.0,3.0,0.0,0.0,3.0
415000.0,1620.0,1540.0,2.25,0.0,80.0,3.0
416286.0,1408.0,1408.0,2.5,0.0,0.0,3.0
478000.0,3040.0,3040.0,2.5,0.0,0.0,3.0
890000.0,4490.0,3200.0,3.5,0.0,1290.0,5.0
419190.0,1590.0,1590.0,2.5,0.0,0.0,2.0
712198.0,2450.0,2450.0,2.5,0.0,0.0,4.0
397000.0,1440.0,1200.0,2.0,0.0,240.0,4.0
450000.0,1100.0,1100.0,2.0,0.0,0.0,2.0
353000.0,1350.0,860.0,1.0,0.0,490.0,3.0
609000.0,2150.0,2150.0,2.5,0.0,0.0,4.0
234000.0,1490.0,1010.0,1.75,0.0,480.0,3.0
561000.0,2000.0,2000.0,2.0,0.0,0.0,3.0
469000.0,1030.0,1030.0,1.0,0.0,0.0,2.0
329350.0,720.0,720.0,1.0,0.0,0.0,2.0
488000.0,2020.0,2020.0,2.0,0.0,0.0,5.0
279900.0,1580.0,1100.0,1.75,1.0,480.0,3.0
606000.0,2110.0,2110.0,2.5,0.0,0.0,4.0
312000.0,1300.0,1300.0,2.0,0.0,0.0,4.0
650000.0,1630.0,1160.0,1.5,1.0,470.0,3.0
1135000.0,3370.0,1970.0,2.75,3.0,1400.0,4.0
325000.0,1890.0,980.0,2.5,0.0,910.0,4.0
425000.0,1520.0,1520.0,2.0,0.0,0.0,4.0
219000.0,900.0,900.0,1.0,0.0,0.0,2.0
250000.0,1050.0,1050.0,1.0,0.0,0.0,3.0
390000.0,1260.0,1260.0,1.75,0.0,0.0,3.0
475000.0,3470.0,3470.0,3.0,0.0,0.0,6.0
736000.0,2290.0,2290.0,2.5,0.0,0.0,4.0
407000.0,2810.0,1710.0,2.25,1.0,1100.0,4.0
272000.0,1650.0,1650.0,2.5,0.0,0.0,3.0
362000.0,1640.0,1140.0,2.25,0.0,500.0,3.0
535000.0,1850.0,1850.0,2.5,0.0,0.0,3.0
284000.0,2000.0,2000.0,2.5,0.0,0.0,4.0
367500.0,1410.0,1410.0,1.5,0.0,0.0,3.0
379900.0,1500.0,1000.0,1.75,0.0,500.0,4.0
520000.0,2460.0,2460.0,2.5,0.0,0.0,3.0
175000.0,1010.0,1010.0,1.0,0.0,0.0,3.0
460000.0,1230.0,1020.0,2.25,0.0,210.0,2.0
345000.0,2331.0,2331.0,2.5,0.0,0.0,4.0
455000.0,2240.0,1340.0,2.5,0.0,900.0,5.0
610000.0,2450.0,1580.0,3.0,0.0,870.0,4.0
563000.0,3100.0,2400.0,3.0,0.0,700.0,4.0
612500.0,2060.0,1030.0,2.0,0.0,1030.0,4.0
218000.0,1850.0,1320.0,1.75,0.0,530.0,3.0
404000.0,1840.0,960.0,1.75,0.0,880.0,4.0
860000.0,3740.0,3740.0,2.0,0.0,0.0,4.0
136500.0,1420.0,1420.0,1.5,0.0,0.0,3.0
313950.0,1510.0,860.0,1.0,0.0,650.0,3.0
575000.0,2130.0,1170.0,1.75,2.0,960.0,3.0
280000.0,1630.0,1630.0,1.75,0.0,0.0,3.0
515000.0,1790.0,1790.0,2.5,0.0,0.0,3.0
513000.0,2000.0,2000.0,2.5,0.0,0.0,4.0
599000.0,2260.0,1400.0,2.25,0.0,860.0,4.0
685000.0,3030.0,3030.0,2.5,0.0,0.0,4.0
365000.0,1310.0,1310.0,1.5,0.0,0.0,3.0
762300.0,3880.0,3880.0,2.5,0.0,0.0,4.0
562000.0,3040.0,3040.0,2.25,0.0,0.0,5.0
530000.0,2910.0,1690.0,2.5,0.0,1220.0,5.0
525000.0,2970.0,1770.0,2.5,0.0,1200.0,3.0
484000.0,1660.0,1160.0,1.75,0.0,500.0,2.0
725126.0,3200.0,3200.0,2.5,0.0,0.0,4.0
360000.0,2680.0,2680.0,2.0,0.0,0.0,4.0
387000.0,1230.0,1230.0,1.0,0.0,0.0,3.0
483500.0,2740.0,2740.0,2.5,0.0,0.0,4.0
655500.0,3380.0,3380.0,3.5,0.0,0.0,4.0
345000.0,1110.0,1110.0,1.0,0.0,0.0,3.0
533000.0,1800.0,1400.0,2.75,0.0,400.0,5.0
385000.0,1900.0,1280.0,1.75,0.0,620.0,3.0
675000.0,930.0,930.0,1.0,2.0,0.0,2.0
197000.0,1690.0,1060.0,1.75,0.0,630.0,3.0
485000.0,1420.0,1420.0,2.0,0.0,0.0,3.0
295000.0,1980.0,1560.0,2.25,0.0,420.0,3.0
499000.0,1170.0,740.0,1.75,0.0,430.0,2.0
1050000.0,2200.0,1610.0,2.5,0.0,590.0,3.0
191000.0,800.0,800.0,1.5,0.0,0.0,3.0
500000.0,1480.0,1480.0,2.5,0.0,0.0,3.0
390000.0,2890.0,1310.0,3.75,0.0,1580.0,5.0
979000.0,2690.0,2690.0,2.5,0.0,0.0,3.0
580000.0,3569.0,3569.0,3.25,0.0,0.0,4.0
369950.0,1270.0,1270.0,2.0,0.0,0.0,3.0
776000.0,3040.0,3040.0,2.5,0.0,0.0,4.0
519950.0,1170.0,1170.0,2.25,0.0,0.0,3.0
255000.0,2060.0,1030.0,2.25,0.0,1030.0,5.0
495000.0,990.0,990.0,1.0,0.0,0.0,3.0
510000.0,2430.0,2430.0,2.5,0.0,0.0,4.0
1150000.0,4460.0,4460.0,4.0,0.0,0.0,4.0
253000.0,1250.0,1250.0,1.75,0.0,0.0,3.0
503000.0,1540.0,1210.0,2.75,0.0,330.0,3.0
275000.0,1600.0,1600.0,2.5,0.0,0.0,3.0
249000.0,1110.0,1110.0,1.0,0.0,0.0,3.0
310000.0,1840.0,1220.0,1.75,0.0,620.0,3.0
750000.0,2520.0,1360.0,2.75,0.0,1160.0,3.0
630000.0,2680.0,2680.0,2.5,0.0,0.0,3.0
599999.0,3830.0,2450.0,4.5,0.0,1380.0,9.0
758000.0,2410.0,1780.0,2.75,0.0,630.0,4.0
248500.0,1720.0,1720.0,1.75,0.0,0.0,4.0
310000.0,2070.0,1420.0,1.75,0.0,650.0,3.0
460000.0,1760.0,1760.0,2.0,0.0,0.0,3.0
675000.0,1680.0,1680.0,1.75,0.0,0.0,3.0
526000.0,1550.0,1550.0,2.0,0.0,0.0,2.0
560000.0,4120.0,3180.0,3.0,2.0,940.0,3.0
415000.0,1830.0,1830.0,3.0,0.0,0.0,4.0
246000.0,1400.0,1400.0,1.0,0.0,0.0,3.0
314500.0,1870.0,1870.0,1.75,0.0,0.0,3.0
420000.0,1040.0,1040.0,1.5,0.0,0.0,2.0
535000.0,2720.0,2720.0,1.75,0.0,0.0,3.0
350000.0,1010.0,1010.0,1.0,0.0,0.0,3.0
515000.0,1580.0,1210.0,1.75,1.0,370.0,3.0
749950.0,2600.0,1960.0,2.75,0.0,640.0,4.0
230000.0,1920.0,1920.0,2.5,0.0,0.0,3.0
568000.0,2350.0,1780.0,2.0,0.0,570.0,3.0
250000.0,1100.0,820.0,1.0,0.0,280.0,1.0
581000.0,2510.0,1280.0,2.0,0.0,1230.0,4.0
651000.0,3240.0,3240.0,2.5,0.0,0.0,3.0
600000.0,2460.0,1860.0,2.5,0.0,600.0,3.0
500000.0,1010.0,1010.0,1.0,0.0,0.0,2.0
475000.0,820.0,820.0,1.0,0.0,0.0,2.0
352000.0,2420.0,1620.0,2.5,2.0,800.0,5.0
420000.0,1770.0,1770.0,2.25,0.0,0.0,3.0
428000.0,1350.0,1350.0,2.0,0.0,0.0,2.0
599000.0,1960.0,1090.0,1.75,0.0,870.0,3.0
492000.0,3305.0,2245.0,2.5,0.0,1060.0,4.0
630000.0,2550.0,1720.0,2.25,0.0,830.0,2.0
900000.0,4130.0,3170.0,3.75,0.0,960.0,5.0
1110000.0,2310.0,1890.0,1.5,0.0,420.0,4.0
575000.0,1650.0,1650.0,2.0,0.0,0.0,4.0
705000.0,2650.0,1520.0,2.5,0.0,1130.0,4.0
940000.0,1890.0,1470.0,2.25,1.0,420.0,4.0
313000.0,2190.0,2190.0,1.75,0.0,0.0,3.0
618080.0,2030.0,2030.0,2.5,0.0,0.0,3.0
640000.0,2270.0,2130.0,3.0,0.0,140.0,3.0
485000.0,1610.0,1010.0,2.0,0.0,600.0,3.0
300000.0,760.0,760.0,1.0,0.0,0.0,2.0
379500.0,1640.0,840.0,1.0,0.0,800.0,2.0
339950.0,1630.0,1630.0,2.25,0.0,0.0,3.0
500000.0,1940.0,1940.0,2.5,0.0,0.0,3.0
239900.0,1410.0,1410.0,2.0,0.0,0.0,3.0
314950.0,1040.0,1040.0,1.0,0.0,0.0,3.0
361280.0,820.0,820.0,1.0,0.0,0.0,2.0
100000.0,910.0,910.0,1.0,0.0,0.0,2.0
540000.0,3700.0,3700.0,5.75,1.0,0.0,7.0
480500.0,2180.0,2180.0,2.5,0.0,0.0,4.0
280000.0,1600.0,1600.0,2.5,0.0,0.0,3.0
440000.0,1500.0,1060.0,1.75,0.0,440.0,3.0
530000.0,1340.0,1080.0,1.0,0.0,260.0,3.0
560000.0,1860.0,1860.0,2.0,0.0,0.0,3.0
775000.0,2540.0,1600.0,2.0,3.0,940.0,3.0
160000.0,1040.0,1040.0,1.0,0.0,0.0,2.0
209950.0,1380.0,1380.0,1.5,0.0,0.0,3.0
226500.0,1640.0,1130.0,1.75,0.0,510.0,3.0
380000.0,3000.0,1500.0,1.75,0.0,1500.0,5.0
409500.0,2140.0,1320.0,2.75,0.0,820.0,4.0
690000.0,1760.0,980.0,2.0,0.0,780.0,3.0
405000.0,1660.0,1660.0,2.25,0.0,0.0,3.0
375000.0,1830.0,1830.0,2.5,0.0,0.0,3.0
794154.0,2210.0,1210.0,2.0,1.0,1000.0,4.0
185000.0,1490.0,1490.0,1.0,0.0,0.0,4.0
245000.0,1260.0,1040.0,1.5,0.0,220.0,3.0
1040000.0,3900.0,3900.0,3.5,0.0,0.0,4.0
425000.0,1150.0,1150.0,2.5,0.0,0.0,2.0
495000.0,2656.0,2656.0,2.75,0.0,0.0,4.0
365000.0,2410.0,1410.0,2.75,0.0,1000.0,5.0
417250.0,1606.0,1606.0,2.25,0.0,0.0,3.0
339950.0,820.0,820.0,1.0,0.0,0.0,2.0
615000.0,1540.0,820.0,1.0,0.0,720.0,2.0
403000.0,2090.0,2090.0,2.75,0.0,0.0,3.0
980000.0,3160.0,1780.0,2.5,0.0,1380.0,5.0
258000.0,1730.0,1230.0,1.75,0.0,500.0,4.0
533000.0,1670.0,1170.0,1.0,0.0,500.0,3.0
537500.0,2550.0,2550.0,2.5,0.0,0.0,4.0
830000.0,3040.0,1970.0,3.0,0.0,1070.0,5.0
712000.0,1250.0,1150.0,1.0,0.0,100.0,3.0
262000.0,2020.0,2020.0,2.5,0.0,0.0,4.0
753888.0,2660.0,2660.0,2.5,2.0,0.0,4.0
134000.0,980.0,980.0,1.5,0.0,0.0,2.0
402000.0,1960.0,1290.0,2.5,0.0,670.0,3.0
205000.0,720.0,720.0,1.0,0.0,0.0,2.0
553650.0,1360.0,1050.0,2.5,0.0,310.0,2.0
559950.0,1870.0,1870.0,2.0,0.0,0.0,2.0
260000.0,2130.0,1100.0,1.5,0.0,1030.0,4.0
270000.0,1810.0,1810.0,2.5,0.0,0.0,4.0
295000.0,2200.0,1100.0,1.75,0.0,1100.0,2.0
719000.0,1690.0,1690.0,2.5,1.0,0.0,3.0
266000.0,1940.0,1460.0,2.5,0.0,480.0,3.0
325900.0,2320.0,2320.0,2.5,0.0,0.0,4.0
647500.0,2060.0,1160.0,1.75,0.0,900.0,4.0
1039000.0,3410.0,2190.0,1.0,0.0,1220.0,4.0
569000.0,2250.0,2250.0,2.25,0.0,0.0,4.0
246000.0,1390.0,1390.0,1.75,0.0,0.0,3.0
515000.0,1060.0,1060.0,1.0,0.0,0.0,2.0
207000.0,1490.0,1490.0,1.0,0.0,0.0,3.0
780000.0,2480.0,1390.0,1.75,0.0,1090.0,4.0
489990.0,2440.0,2440.0,2.25,0.0,0.0,5.0
335000.0,2240.0,1480.0,1.5,0.0,760.0,3.0
295000.0,1920.0,1920.0,2.5,0.0,0.0,3.0
385000.0,1890.0,1230.0,1.75,0.0,660.0,3.0
350000.0,2250.0,2150.0,1.75,0.0,100.0,4.0
235000.0,1270.0,650.0,1.0,0.0,620.0,2.0
358000.0,960.0,960.0,1.5,0.0,0.0,2.0
716500.0,3290.0,3290.0,2.5,0.0,0.0,4.0
228000.0,2000.0,1100.0,1.75,0.0,900.0,4.0
405000.0,1020.0,1020.0,1.0,0.0,0.0,2.0
538000.0,1840.0,1220.0,1.75,0.0,620.0,4.0
530000.0,1980.0,1980.0,1.75,0.0,0.0,3.0
636000.0,1230.0,1230.0,1.75,0.0,0.0,2.0
535000.0,2280.0,2280.0,2.5,0.0,0.0,4.0
868500.0,2920.0,2920.0,2.5,0.0,0.0,3.0
530000.0,2280.0,1540.0,2.75,0.0,740.0,4.0
450000.0,1510.0,1510.0,2.0,0.0,0.0,3.0
230000.0,950.0,790.0,1.75,0.0,160.0,3.0
229000.0,1190.0,1190.0,2.5,0.0,0.0,3.0
437000.0,1310.0,1310.0,1.75,0.0,0.0,3.0
595000.0,1750.0,1750.0,2.5,0.0,0.0,3.0
660000.0,1320.0,1320.0,1.75,0.0,0.0,3.0
347500.0,2460.0,2460.0,2.5,0.0,0.0,4.0
297950.0,1240.0,1240.0,2.0,0.0,0.0,3.0
245000.0,1260.0,1260.0,1.5,0.0,0.0,3.0
543200.0,2820.0,1970.0,2.25,2.0,850.0,6.0
413450.0,1540.0,1470.0,2.5,0.0,70.0,3.0
330000.0,1550.0,1550.0,2.0,0.0,0.0,2.0
424500.0,1460.0,1460.0,1.75,0.0,0.0,3.0
230000.0,1390.0,1390.0,1.0,0.0,0.0,3.0
930000.0,2640.0,1840.0,3.25,0.0,800.0,3.0
349000.0,1590.0,1590.0,1.75,0.0,0.0,3.0
835000.0,1910.0,1910.0,2.0,0.0,0.0,4.0
988500.0,2015.0,2015.0,2.75,4.0,0.0,3.0
500000.0,1410.0,1410.0,1.75,0.0,0.0,3.0
499000.0,1110.0,930.0,1.5,0.0,180.0,2.0
321950.0,860.0,860.0,1.25,0.0,0.0,2.0
494000.0,2310.0,2310.0,2.5,0.0,0.0,3.0
441750.0,1020.0,1020.0,1.5,0.0,0.0,2.0
438000.0,980.0,980.0,1.0,0.0,0.0,2.0
985000.0,4230.0,4230.0,2.25,0.0,0.0,4.0
352000.0,1640.0,1640.0,2.25,0.0,0.0,3.0
839900.0,3810.0,2560.0,3.5,1.0,1250.0,4.0
765000.0,2790.0,2790.0,2.75,0.0,0.0,4.0
460000.0,1750.0,1050.0,1.75,0.0,700.0,4.0
224500.0,1430.0,1430.0,1.0,0.0,0.0,4.0
254000.0,1850.0,1850.0,2.5,0.0,0.0,3.0
255000.0,960.0,960.0,1.0,0.0,0.0,2.0
610000.0,2480.0,1620.0,3.0,0.0,860.0,3.0
920000.0,3750.0,3750.0,3.0,0.0,0.0,4.0
402500.0,2600.0,2600.0,2.5,0.0,0.0,4.0
280950.0,1390.0,840.0,1.75,3.0,550.0,3.0
604000.0,2260.0,2260.0,2.5,0.0,0.0,4.0
565000.0,2470.0,2470.0,2.25,0.0,0.0,4.0
255000.0,810.0,810.0,1.0,0.0,0.0,2.0
445000.0,1650.0,1000.0,2.0,0.0,650.0,4.0
195000.0,720.0,720.0,1.0,0.0,0.0,2.0
275000.0,1390.0,1390.0,1.5,0.0,0.0,3.0
387000.0,1445.0,1300.0,2.25,0.0,145.0,3.0
490000.0,1840.0,1130.0,1.0,0.0,710.0,2.0
505000.0,2100.0,2100.0,2.5,2.0,0.0,3.0
303500.0,1060.0,1060.0,1.5,0.0,0.0,3.0
270000.0,1500.0,1500.0,1.5,0.0,0.0,3.0
323000.0,1970.0,1170.0,2.75,0.0,800.0,4.0
382000.0,1410.0,1410.0,3.25,0.0,0.0,3.0
280000.0,2190.0,1180.0,2.0,0.0,1010.0,4.0
260000.0,1920.0,1510.0,2.0,0.0,410.0,3.0
201500.0,1160.0,1160.0,1.0,0.0,0.0,3.0
536500.0,2000.0,1450.0,1.75,0.0,550.0,4.0
248000.0,2163.0,2163.0,3.0,0.0,0.0,4.0
532000.0,3480.0,2340.0,3.0,0.0,1140.0,5.0
580000.0,2840.0,2840.0,2.5,0.0,0.0,4.0
463000.0,1150.0,1150.0,1.0,0.0,0.0,2.0
742500.0,3100.0,2000.0,2.75,0.0,1100.0,4.0
260000.0,1420.0,1020.0,2.5,0.0,400.0,3.0
590000.0,2430.0,2430.0,2.25,0.0,0.0,4.0
312000.0,1930.0,1430.0,2.25,0.0,500.0,4.0
566000.0,1660.0,1370.0,2.25,0.0,290.0,3.0
511555.0,1400.0,1400.0,2.0,0.0,0.0,3.0
583000.0,2660.0,2660.0,2.5,0.0,0.0,4.0
290000.0,2000.0,1200.0,2.5,0.0,800.0,4.0
311100.0,2130.0,1380.0,2.25,0.0,750.0,4.0
325000.0,1352.0,1352.0,2.25,0.0,0.0,3.0
491300.0,1750.0,1300.0,1.75,1.0,450.0,3.0
315000.0,2320.0,1160.0,1.75,0.0,1160.0,5.0
360000.0,1420.0,1180.0,1.0,0.0,240.0,2.0
330000.0,1940.0,1940.0,2.5,0.0,0.0,4.0
481450.0,1410.0,1410.0,2.0,0.0,0.0,3.0
234950.0,1360.0,1360.0,1.0,0.0,0.0,3.0
251000.0,1220.0,1220.0,1.75,0.0,0.0,3.0
782000.0,2830.0,1980.0,2.5,0.0,850.0,4.0
833000.0,3780.0,3780.0,2.75,0.0,0.0,4.0
542500.0,2330.0,2330.0,2.5,0.0,0.0,4.0
851000.0,3560.0,3560.0,2.5,0.0,0.0,3.0
325000.0,1470.0,1470.0,1.5,0.0,0.0,4.0
415000.0,3060.0,3060.0,2.25,0.0,0.0,4.0
252500.0,1030.0,880.0,1.0,0.0,150.0,3.0
465000.0,1930.0,1930.0,2.5,0.0,0.0,4.0
336900.0,1780.0,1780.0,1.75,0.0,0.0,3.0
225000.0,2000.0,2000.0,2.5,0.0,0.0,3.0
270000.0,1690.0,1690.0,2.0,0.0,0.0,3.0
536000.0,1300.0,1300.0,1.75,0.0,0.0,3.0
585000.0,2400.0,2400.0,3.25,0.0,0.0,4.0
445000.0,1150.0,860.0,2.0,0.0,290.0,2.0
320000.0,2310.0,2310.0,2.25,0.0,0.0,4.0
769900.0,2730.0,2400.0,3.5,0.0,330.0,4.0
557000.0,2840.0,2840.0,2.5,0.0,0.0,4.0
212000.0,1020.0,1020.0,1.5,0.0,0.0,2.0
376000.0,1340.0,1340.0,2.0,0.0,0.0,3.0
800000.0,3540.0,3540.0,3.25,0.0,0.0,4.0
324000.0,998.0,798.0,2.25,0.0,200.0,3.0
549900.0,3060.0,1600.0,2.75,0.0,1460.0,5.0
320000.0,2130.0,2130.0,2.5,0.0,0.0,3.0
875000.0,2520.0,1400.0,2.0,0.0,1120.0,4.0
265000.0,1940.0,1080.0,1.0,0.0,860.0,4.0
394950.0,1350.0,1270.0,2.5,0.0,80.0,3.0
842500.0,2160.0,2160.0,2.5,0.0,0.0,4.0
368000.0,1370.0,1010.0,2.5,0.0,360.0,3.0
885000.0,2830.0,2830.0,2.5,0.0,0.0,4.0
453246.0,2010.0,1390.0,2.5,0.0,620.0,3.0
